Cause,Count,Percentage,Cumulative_Percentage
"Failed Protection System Equipment - McClain ST1, GT1 and GT2 tripped offline today at 04:40 7-1-2016. Cause was due to Steam Turbine vibration, at this time McClain PP believes this is a false positive and possibly a faulty probe. Expected return to service is today 7-1-2016 at 1500    Breakers 181, 183 did not operate.",1,0.01,59.65999999999924
Unknown - Wind blew over 4 Structures on El Reno to Okarche.  All loads were picked up at 20:41,1,0.01,59.66999999999924
"Weather, excluding lightning - Weather in the area. Draper and SE 15th did not appear to operate.  No counters or targets for SE 15th 106",1,0.01,59.67999999999924
"Weather, excluding lightning - Weather in the area. Draper 113, 183 and SE15th did not appear to trip out.  No counters or targets for SE 15th 106",1,0.01,59.68999999999924
"Weather, excluding lightning - Weather in the area. Draper 113, 183 and SE 15th 106 did not appear to open.  No counters or targets for SE 15th 106",1,0.01,59.699999999999235
"Weather, excluding lightning - Maud Tap PCB 10 operated, but failed to close back after Park Lane had closed back.",1,0.01,59.70999999999923
"Weather, excluding lightning - Weather in the area, DCC, OMPA, and WFEC all notified and aware. WFEC verified their breakers at Dover closed back.",1,0.01,59.71999999999923
"Weather, excluding lightning - Wilkinson T115 did not operate. Hollywood/Wilkinson ACT was in alarm at Hollywood and may have prevented Wilkinson from operating.",1,0.01,59.72999999999923
"Unknown - Unknown, Update 6/13/15 18:00, DCC broken crass arm near 15th St. Sub 2 blocks east of sub. Streater notified.",1,0.01,59.73999999999923
Other - Snake got into the bus work at Brown sub and tripped out sub.,1,0.01,59.749999999999226
Unknown - Horseshoe Lake/Green Pastures 69kv line section already cleared out for work.,1,0.01,59.75999999999922
"Unknown - Rain in area, operated at same time as Alva/Knobhill 69kV, see disturbance ID 9929, WFEC Buffalo and WFEC Cherokee SS breakers operated and Cherokee SS showed DTF of 70 miles",1,0.01,59.76999999999922
"Unknown - WFEC, DCC notified.",1,0.01,59.77999999999922
"Unknown - Clear weather. Mustang end did not operate. El Reno PCB 7 pri relay fail alarm came in at same time breaker closed back. 4 minutes later, breaker went into alarm. Personnel dispatched. Primary Relay SEL-321 failed power supply, PCB 7 switched out on S0730.",1,0.01,59.78999999999922
Lightning - Weather in the area. Notified DCC and PSO.,1,0.01,59.799999999999216
"Unknown - Sunnylane 8 tripped at same time as May/SW 5th 69kV line, see disturbance ID 9935",1,0.01,59.809999999999214
Failed AC Circuit Equipment - Old mobile sub tap broke & fell into bus-2,1,0.01,59.81999999999921
"Unknown - Hollywood tripped at same time as Boyd/Pleasant Valley 138kV, see disturbance ID 9938",1,0.01,59.82999999999921
Unknown - Weather on the area and flooding occuring.,1,0.01,59.83999999999921
Unknown - SCADA was down at Ft. Smith during operation.,1,0.01,59.849999999999206
Unknown - This occurred yesterday.,1,0.01,59.859999999999204
"Weather, excluding lightning - Storms in the area, refer to S0821 repaired sotrm damage.",1,0.01,59.8699999999992
"Unknown - Cause unknown, DCC notified.",1,0.01,59.8799999999992
Council 4529 tripped and reclosed,1,0.01,59.8899999999992
Failed AC Circuit Equipment - Phase broke mid span in to a pond,1,0.01,59.899999999999196
Unknown - Canadian River terminal did not trip. Same thing happened yesterday. Muskogee PCB 384 cleared out. No personnel in Muskogee or Canadian River when operation occurred.,1,0.01,59.909999999999194
Failed AC Circuit Equipment - Phase down between Third St 32 & Muldrow Tap 30,1,0.01,59.91999999999919
Unknown - PCB 384 OS under Clearance,1,0.01,59.92999999999919
"Unknown - Osage 11 and 12 operated at same time, used scada times, 12 stayed closed. OMPA found static wire down between Osage 11 and Moran sub.",1,0.01,59.93999999999919
"Unknown - Osage 11 operated at same time and locked out, see other disturbances.OMPA found static wire down between Osage 11 and Moran sub.",1,0.01,59.949999999999186
Unknown - DCC and OMPA notified.,1,0.01,59.959999999999184
Unknown - Spring Creek plant reports they are working on wiring new breakers in on plant side. Unknown at this time why 381 and 383 tripped open and reclosed. Will continue to investigate tomorrow.,1,0.01,59.96999999999918
Unknown - Line was sectionalized at Battlefeild via AMOS T126 to Massard PCB 107 after automatic reclosing attempts.,1,0.01,59.97999999999918
"Weather, excluding lightning - no problems found why breaker did not reclose. Closed by Scada.",1,0.01,59.98999999999918
Unknown - No OGE customers on this line. SPA isolated fault on their side and breaker 107 was closed back.,1,0.01,59.999999999999176
"Weather, excluding lightning - test",1,0.01,60.009999999999174
Unknown - Bad Sudden pressure relay took this bank out.,1,0.01,60.01999999999917
Unknown - Troubleshooter found broken crossarm and line dwon at 19909 SE 149th St.,1,0.01,60.02999999999917
"Unknown - Bristow PCB 1 did not operate due to line section cleared from Princeville to 9th Street.  Inspector did not find targets on Drumright 7, counter matched",1,0.01,60.03999999999917
Unknown - Fault is on WFEC line. Core of Engineers released water that took out part of WFEC line.,1,0.01,60.049999999999166
"Weather, excluding lightning - The motor at Southard sectionalized to restore the Southard loads by reclosing Dewey 182/184",1,0.01,60.059999999999164
Other - Unnecessary trip during a fault.  Division Bank 1 tripped out due to H1 bushing on fire 7/24/2015 at 00:47:36.  Hefner 111 and Belle Isle 186/187 did not operate.,1,0.01,60.06999999999916
"Failed AC Substation Equipment - Division Bank 1 tripped out, H1 bushing failed in service.",1,0.01,60.07999999999916
Unknown - Cause of the trip is unknown at this time. The breaker did not try to reclose according to SCADA. Ponca City end never opened up and no load was lost. Dustin Kingcade performed a synch and close of Osage 11.,1,0.01,60.08999999999916
Failed AC Circuit Equipment - Storms in the area  Broken Crossarm between Muskogee & Riverside.,1,0.01,60.099999999999156
Lightning - South 4th 80 did not show to operate,1,0.01,60.109999999999154
Lightning - Cleo Corner 7 lost air pressuer on trip so Alva closed first,1,0.01,60.11999999999915
Unknown - Mis-op associate with event 10000,1,0.01,60.12999999999915
Unknown - This is associated with a miss op on Bellcow to Bristow at the same time.  187 ending counter 579.,1,0.01,60.13999999999915
"Failed AC Circuit Equipment - A phase broke, Opened Five Tribes by Scada",1,0.01,60.149999999999146
Unknown - PCB 581 OS S0922 for Transformer Bank 1.,1,0.01,60.159999999999144
"Weather, excluding lightning - Muskogee/Clarksville 345kV line tripped and appears Five Tribes 110 operated during this fault. Pecan Creek did not operate.",1,0.01,60.16999999999914
"Lightning - SCADA did not show Cushing Tap 7 Trip. Not sure if it tripped or not.  Inspector did not show targets to Cushing Tap 7, someone might have cleared them already, but the counter did change.",1,0.01,60.17999999999914
"Weather, excluding lightning - broken crossarm",1,0.01,60.18999999999914
"Unknown - Steve Sullivan w/ Ponca City notified, DCC notified.  Cause unknown at this time.",1,0.01,60.199999999999136
"Weather, excluding lightning - unknown cause",1,0.01,60.209999999999134
"Weather, excluding lightning - Levy broke with Core of Engineers.",1,0.01,60.21999999999913
"Weather, excluding lightning - unknown cause. Fort Smith 386 already open due to bank 1 lockout",1,0.01,60.22999999999913
Lightning - Weather in the area. DCC notified.,1,0.01,60.23999999999913
"Weather, excluding lightning - Sooner/Woodring 345kV line locked out at 1820 on 07/02/2015. DCC notified. N-2 contingency overload bank FTLO Sooner1-Sooner/Spring Creek 345kV (0.16).  SPP notified. Entered in CROW. Unknown, weather in area. No load lost. DTF shows 22 miles from Woodring.",1,0.01,60.249999999999126
Unknown - PSO technician working in Weeletka Sub,1,0.01,60.259999999999124
"Lightning - Boyd 109 toPV 181,182 tripped & reclosed, DCC showed Boyd 622 & 624 operaterd.  Hollywood 184 & 185 showed 2 separate trip & reclose,  no indication this happened.  Contacted OU Gen & they showed nothing occuring at 2002.",1,0.01,60.26999999999912
"Lightning - Field techs can't find any targets for June 26th. Selected slow trip just so I can send email. Please look into this…  New breaker installed in July, relay history possibly cleared.   --Drew Walker---",1,0.01,60.27999999999912
Lightning - Tree fell across line 6 mile out of Roland Road toward VBI,1,0.01,60.28999999999912
Other - Plant reported a feeder problem.,1,0.01,60.299999999999116
Unknown - PSO Weleetka operated 2 times. DTF was 19.2 miles,1,0.01,60.309999999999114
"Human Error - Tarby PCB 182 open already on maint.  Schmatic wrong, maint men  opened wrong FT switch",1,0.01,60.31999999999911
Other - Centennial SPS operated when placing Woodward Dist/Windfarm SS in service per S0822.,1,0.01,60.32999999999911
Failed AC Circuit Equipment - Yukon Mos-32 on fire.,1,0.01,60.33999999999911
"Unknown - Caney Creek 185 was already open because of other operation. We are not sure on the open and close times for Johnston County breakers. The SCADA shows over 13 times, but we feel that it is inaccurate.  Johnston County 183 did not trip per Sub inspecter",1,0.01,60.349999999999106
"Unknown - Caney Greek 186 already opened during other operation. Glasses MOS 135 opened to isolate area at 11:25:36, then Russett 106 closed back at 11:27:18 then we closed Glasses MOS 135 by SCADA at 11:30:45.",1,0.01,60.359999999999104
Unknown - Unknown cause at this time.,1,0.01,60.3699999999991
"Unknown - rain, Lake Arbuckle was transferred off due to line work",1,0.01,60.3799999999991
Unknown - Notified PSO and DCC.,1,0.01,60.3899999999991
Unknown - PSO open on their end for maintenance,1,0.01,60.399999999999096
Unknown - Weather in area. Tripped during Marrieta disturbance. See disturbance ID 9764.  Rocky Point 81 operation recorded on 9764.  Rocky Point 121 operation recorded on 9766.,1,0.01,60.409999999999094
"Unknown - rain and lightning in area  COTTONWOOD CREEK TERMINAL IS WRONG AND NEEDS CHANGED, PCBs 182 and 185 now",1,0.01,60.41999999999909
"Unknown - HL 10 stayed open, would not close by scada, dispatching techs  Update: Jeff Acox found electrical problem with close mechanism on breaker 10, charge spring motor not getting full 240V, Dennis Stewart to look at it.",1,0.01,60.42999999999909
Lightning - weather in the area. Chandler 14 switched out under S00438 on 3/25/15.,1,0.01,60.43999999999909
"Weather, excluding lightning - severe storms  used scada times  Misop on SW 5th PCB 8, see other disturbance ID #9773",1,0.01,60.449999999999086
"Unknown - severe storms, SW 5th PCB 8 operated when Sage/Elm Creek/Sunnylane tripped and eventually locked open, disturbance ID#9771",1,0.01,60.459999999999084
"Weather, excluding lightning - Storms  TESTTEST",1,0.01,60.46999999999908
Unknown - rain,1,0.01,60.47999999999908
"Unknown - PSO end tripped at Clarksville when the Musk/Pecan Creek 345kV line operated, ID #9779  We had a ""MUSK CLRKS LOSS GRD TTF"" alarm chatter in and out twice at same time of operation.  Not sure what targets they had, listing trip just so automatic report doesn't show that we need targets for their end.",1,0.01,60.48999999999908
"Unknown - AES breakers 52C & 52E opened at 07:07.  AES is unsure of the cause of the breaker operations at this time.  Tarby 161kV breakers remained closed and normal.  Spoke with Mike at AES, did mention that AES was conducting relay testing and breaker fail testing at AES but does not believe they caused their breakers to operate.  Danny Sewell investigated at Tarby did NOT find any indication of operations or relay operation to AES.",1,0.01,60.499999999999076
Lightning - Structure south of Earlsboro Corner tap washed  out due to flooding from nearby creek.,1,0.01,60.509999999999074
"Lightning - Comm failure at Rocky Point, suspect Rocky Point PCB 109 operated.",1,0.01,60.51999999999907
Lightning - Everything opened and closed right back in good order.,1,0.01,60.52999999999907
Unknown - Found C differential wire out of place. Fixed and tested bank and everyhting tested good.,1,0.01,60.53999999999907
"Unknown - weather in area  Rocky Point 109 and FIS 121 also tripped open, see disturbance ID 9765",1,0.01,60.549999999999066
Unknown - rain in area,1,0.01,60.559999999999064
"Unknown - Mulitle operations of Penn 69kV PCB 6 with no trip at Mustang. Dispatched Kevin Duffy to investigate. Found primary relay chattering and A phase current swinging from 0-1200A with breaker open. Also, heard hissing noise coming from top of breaker. Cause is not known at his time. Breaker had time enough time to reset timer which allowed the multiple operations. Open breaker by Scada to stop tripping.",1,0.01,60.56999999999906
